mainform;variation;count;details
ien-ien;ien-ien, ient-ient, ien-iens, iens-iens, ien-ients, 'ients-ients, ient-ients, 'ients-'ients, 'ient-'ient, 'iens-'iens;30;ien-ien (8), ient-ient (5), ien-iens (4), iens-iens (4), ien-ients (3), 'ients-ients (2), ient-ients (1), 'ients-'ients (1), 'ient-'ient (1), 'iens-'iens (1)
nnais-co;nnais-co, nais-co, nnait-co, nnaît-co, nnaissent-co, nnait-do, naiss-co;38;nnais-co (20), nais-co (6), nnait-co (5), nnaît-co (4), nnaissent-co (1), nnait-do (1), naiss-co (1)
pav';pav', pavs, pav's;29;pav' (26), pavs (2), pav's (1)
pétage;pétage, pétages;29;pétage (26), pétages (3)
push;push, pushait;30;push (29), pushait (1)
crave-bi;crave-bi, craves-bi, crav-bi;24;crave-bi (22), craves-bi (1), crav-bi (1)
de-wee;de-wee, dewee;28;de-wee (27), dewee (1)
diss;diss, diss', disseuse, dissed, dissé, disse;28;diss (22), diss' (2), disseuse (1), dissed (1), dissé (1), disse (1)
'garette;'garette, garette, garettes, 'garettes, garet', garett', garette';18;'garette (8), garette (3), garettes (2), 'garettes (2), garet' (1), garett' (1), garette' (1)
glocké;glocké, glockés, glockées;17;glocké (15), glockés (1), glockées (1)
briganté;briganté;29;
çon-cale;çon-cale, çon-cal, çons-cal, çons-cale, con-cale, sson-cal;36;çon-cale (25), çon-cal (7), çons-cal (1), çons-cale (1), con-cale (1), sson-cal (1)
ingé;ingé, ingé', ingés;118;ingé (77), ingé' (37), ingés (4)
nne-bo;nne-bo, ne-bo, nne-bo', nnes-bo;18;nne-bo (12), ne-bo (3), nne-bo' (2), nnes-bo (1)
roc-ma;roc-ma;29;
deps;deps, dep', deps';41;deps (25), dep' (15), deps' (1)
kouffar;kouffar, koufar, koufars, kouffars, kouf', koufahr, kouffar's;26;kouffar (8), koufar (5), koufars (5), kouffars (5), kouf' (1), koufahr (1), kouffar's (1)
loss-bo;loss-bo, losse-bo, losses-bo, losse-bar, lossbo, 'losse-bo', loss-bar, loss-bards, lossbar;28;loss-bo (11), losse-bo (6), losses-bo (4), losse-bar (2), lossbo (1), 'losse-bo' (1), loss-bar (1), loss-bards (1), lossbar (1)
sbah;sbah, sbahs;32;sbah (31), sbahs (1)
seille-mar;seille-mar;29;
'sère;'sère, sère;17;'sère (16), sère (1)
chichon;chichon, chichons;36;chichon (34), chichons (2)
sextape;sextape, sextapes;25;sextape (20), sextapes (5)
tard-mi;tard-mi, tar-mi;28;tard-mi (22), tar-mi (6)
tarpin;tarpin;27;
zarbi;zarbi, zarre-bi, zar-bi, zarres-bi, zarbis;26;zarbi (15), zarre-bi (7), zar-bi (2), zarres-bi (1), zarbis (1)
ze-trei;ze-trei, zetrei, ze-tre, ze-tré, zeutrei, zeutré;23;ze-trei (12), zetrei (7), ze-tre (1), ze-tré (1), zeutrei (1), zeutré (1)
bulletproof;bulletproof, bullet-proof;23;bulletproof (19), bullet-proof (4)
camtar;camtar, camtars, camtard, camtar', cametards;28;camtar (18), camtars (5), camtard (3), camtar' (1), cametards (1)
grosso;grosso, grossos;23;grosso (22), grossos (1)
iens;iens, ien', 'ients, ients', ient, ienc';11;iens (3), ien' (3), 'ients (2), ients' (1), ient (1), ienc' (1)
marlich;marlich, marlish;25;marlich (24), marlish (1)
te-teille;te-teille, tei-teille, té-teille, téteille, 'te-'teille, te-teilles, téteilles, teteilles, 'tei-teille, 'teille-'teille, 'teilles-teilles, teille-teille, tei-teilles, teiteille;23;te-teille (6), tei-teille (3), té-teille (2), téteille (2), 'te-'teille (1), te-teilles (1), téteilles (1), teteilles (1), 'tei-teille (1), 'teille-'teille (1), 'teilles-teilles (1), teille-teille (1), tei-teilles (1), teiteille (1)
cette-su;cette-su, cette-çu, cettes-su;21;cette-su (19), cette-çu (1), cettes-su (1)
chienneté;chienneté, chiennetée;24;chienneté (23), chiennetée (1)
hoodie;hoodie, hoodies;25;hoodie (22), hoodies (3)
javons;javons, javon, javaune;23;javons (21), javon (1), javaune (1)
main-de;main-de;25;
me-ri;me-ri, mes-ri, mes-ri', me-ris, mer-ri;12;me-ri (7), mes-ri (2), mes-ri' (1), me-ris (1), mer-ri (1)
nigga;nigga, niggas, niggaz', nigga's, nigga', niggah, niggazs, niggus, nigguz;545;nigga (400), niggas (131), niggaz' (4), nigga's (3), nigga' (2), niggah (2), niggazs (1), niggus (1), nigguz (1)
pav'tar;pav'tar, pavtar, pavtars, pavtards, pav'tars, pav-tars, pavtard, pavtar';23;pav'tar (6), pavtar (6), pavtars (4), pavtards (3), pav'tars (1), pav-tars (1), pavtard (1), pavtar' (1)
sse-pa;sse-pa, sser-pa, ssé-pa, sser-par, sses-pa, sses-pas;26;sse-pa (12), sser-pa (6), ssé-pa (4), sser-par (2), sses-pa (1), sses-pas (1)
sses-fe;sses-fe, seufé, sseufés, 'sses-fe', sses-fé, seuh-fe, sses-fè, ssefé;21;sses-fe (10), seufé (3), sseufés (2), 'sses-fe' (2), sses-fé (1), seuh-fe (1), sses-fè (1), ssefé (1)
sson-boi;sson-boi, ssons-boi;19;sson-boi (16), ssons-boi (3)
terre-par;terre-par, terre-pa, terre-pa';24;terre-par (15), terre-pa (6), terre-pa' (3)
touze-par;touze-par, touzepar;23;touze-par (22), touzepar (1)
breuch;breuch, bre-ch', breuch', bre-ch;20;breuch (9), bre-ch' (7), breuch' (3), bre-ch (1)
hachek;hachek, hacheck, hachek', hacheks;23;hachek (19), hacheck (2), hachek' (1), hacheks (1)
kiffeurs;kiffeurs, kiffeur;26;kiffeurs (14), kiffeur (12)
puche-ca;puche-ca, puchka, puche-ca', puch-ca;25;puche-ca (20), puchka (3), puche-ca' (1), puch-ca (1)
quille-tran;quille-tran, kiltran;21;quille-tran (20), kiltran (1)
beuz;beuz, beuz', beuze, beuzeuh, beuhzer, beuzé;14;beuz (7), beuz' (3), beuze (1), beuzeuh (1), beuhzer (1), beuzé (1)
biffler;biffler, biffle, biffles, bifflé, biffleur, bifflage;26;biffler (12), biffle (9), biffles (2), bifflé (1), biffleur (1), bifflage (1)
che-fraî;che-fraî, che-frai, chefrai, che-fré;16;che-fraî (7), che-frai (6), chefrai (2), che-fré (1)
dit-ban;dit-ban, dits-ban, di-ban;36;dit-ban (18), dits-ban (14), di-ban (4)
lacrymo;lacrymo, lacrymo', lacrimo, lacrimo';22;lacrymo (14), lacrymo' (5), lacrimo (2), lacrimo' (1)
llion-mi;llion-mi, llions-mi, llion-mis;19;llion-mi (15), llions-mi (3), llion-mis (1)
ne-jau;ne-jau, nejau;25;ne-jau (23), nejau (2)
ronne-da;ronne-da, ronnes-da, rone-da;21;ronne-da (17), ronnes-da (3), rone-da (1)
sneakers;sneakers, sneaker, sneaks, sneak;28;sneakers (23), sneaker (2), sneaks (2), sneak (1)
timiniks;timiniks, timinics, timiniquer, timnik, timinick, timinike, timininiks;26;timiniks (17), timinics (2), timiniquer (2), timnik (2), timinick (1), timinike (1), timininiks (1)
tin-ma;tin-ma, tinmar, tins-ma;27;tin-ma (25), tinmar (1), tins-ma (1)
zboub;zboub, zboubs, zboubes, zboub';26;zboub (21), zboubs (3), zboubes (1), zboub' (1)
couiller;couiller, couillent;22;couiller (21), couillent (1)
déf';déf', def', déf;47;déf' (21), def' (21), déf (5)
gé-bou;gé-bou, ger-bou, gébou, gé'bou;21;gé-bou (8), ger-bou (8), gébou (4), gé'bou (1)
qué-cho;qué-cho, quée-cho, quécho, quecho;23;qué-cho (17), quée-cho (3), quécho (2), quecho (1)
ze-bla;ze-bla, zebla, zeubla;22;ze-bla (17), zebla (3), zeubla (2)
cred;cred, cred';21;cred (12), cred' (9)
fé-ca;fé-ca, féca;24;fé-ca (21), féca (3)
so-per;so-per, soper, sos-per;21;so-per (18), soper (2), sos-per (1)
ke-shne;ke-shne, ke-schne, ke-shné, keu-schne, keschne, ke-shne', ke-shnè, keuchnés, keush-né, cke-shne;24;ke-shne (6), ke-schne (6), ke-shné (3), keu-schne (2), keschne (2), ke-shne' (1), ke-shnè (1), keuchnés (1), keush-né (1), cke-shne (1)
mé-fer;mé-fer, mée-fer, mer-fer, me-fer, més-fer;16;mé-fer (9), mée-fer (2), mer-fer (2), me-fer (2), més-fer (1)
paki;paki, pakis, paki';104;paki (84), pakis (12), paki' (8)
stard-co;stard-co, stards-co, starco;26;stard-co (19), stards-co (5), starco (2)
te-por;te-por, tes-por, te-por', tepor;22;te-por (18), tes-por (2), te-por' (1), tepor (1)
tier-qu's;tier-qu's, tier-qu', tiequs, tiecko, tiequ's, tie-qu, 'tie-qu, 'tie-qu', tièqu's, tiekos;16;tier-qu's (5), tier-qu' (2), tiequs (2), tiecko (1), tiequ's (1), tie-qu (1), 'tie-qu (1), 'tie-qu' (1), tièqu's (1), tiekos (1)
ce-fa;ce-fa, ce-fa';16;ce-fa (15), ce-fa' (1)
choune;choune, choun', chounes, chouna, chouné;22;choune (16), choun' (2), chounes (2), chouna (1), chouné (1)
llé-gri;llé-gri, illé-gri, llée-gri, llés-gri, ille-gri, llées-gri, illé-gri', iller-gri;31;llé-gri (13), illé-gri (8), llée-gri (3), llés-gri (2), ille-gri (2), llées-gri (1), illé-gri' (1), iller-gri (1)
me-seu;me-seu, me-se;22;me-seu (21), me-se (1)
nne-chie;nne-chie, ne-chiè, ne-chie, ne-chié, ne-chien, nne-chiè, nnes-chie;11;nne-chie (5), ne-chiè (1), ne-chie (1), ne-chié (1), ne-chien (1), nne-chiè (1), nnes-chie (1)
que-ban;que-ban, ques-ban, que-ban';21;que-ban (17), ques-ban (3), que-ban' (1)
ffer-ki;ffer-ki, ffé-ki, ffe-ki;10;ffer-ki (5), ffé-ki (3), ffe-ki (2)
metek;metek, metek';8;metek (6), metek' (2)
card-pla;card-pla, car-pla, carpla, cards-pla;80;card-pla (65), car-pla (10), carpla (4), cards-pla (1)
certs-con;certs-con, cert-con, 'cert-con', cer-con;12;certs-con (5), cert-con (5), 'cert-con' (1), cer-con (1)
ffe-spli;ffe-spli, fe-spli, feu-spli, ff-spli, ffeu-spli, ffeuspli;14;ffe-spli (5), fe-spli (3), feu-spli (2), ff-spli (2), ffeu-spli (1), ffeuspli (1)
niakser;niakser, niaxe, niaxous, niaxant, niaxer, niaksage, niakson, niaksons, niaksou, niaxent, niaxon, niaxou, niaksonne, niaksent;25;niakser (5), niaxe (4), niaxous (3), niaxant (2), niaxer (2), niaksage (1), niakson (1), niaksons (1), niaksou (1), niaxent (1), niaxon (1), niaxou (1), niaksonne (1), niaksent (1)
que-chè;que-chè, ques-chè, que-che, que-ché, que-ch';18;que-chè (6), ques-chè (5), que-che (3), que-ché (3), que-ch' (1)
reuch;reuch, reuch', re-ch';16;reuch (14), reuch' (1), re-ch' (1)
skeud;skeud, skeuds, skeud', sque-d, squeud, squed', squeuds, squeud', squed, skeu, ckeud, sceuds;230;skeud (126), skeuds (75), skeud' (12), sque-d (4), squeud (4), squed' (2), squeuds (2), squeud' (1), squed (1), skeu (1), ckeud (1), sceuds (1)
té-fri;té-fri, téfri, teffri, ter-fri, té-fri', tter-fri, tté-fri, tte-fri;42;té-fri (18), téfri (10), teffri (6), ter-fri (4), té-fri' (1), tter-fri (1), tté-fri (1), tte-fri (1)
hacker;hacker, hack, hacké, hackeurs, hackés, hackent;22;hacker (9), hack (5), hacké (3), hackeurs (2), hackés (2), hackent (1)
shnouf;shnouf, shnouff, feu-shnou, ffe-schnou, shnoufs, ff-schnou, ff-shnou;24;shnouf (12), shnouff (4), feu-shnou (3), ffe-schnou (2), shnoufs (1), ff-schnou (1), ff-shnou (1)
ssion-pre;ssion-pre, ssion-pré, ssions-pre, ssions-pré, sion-pre, sion-pré;18;ssion-pre (9), ssion-pré (5), ssions-pre (1), ssions-pré (1), sion-pre (1), sion-pré (1)
stre-mon;stre-mon, stremon, stres-mon;9;stre-mon (7), stremon (1), stres-mon (1)
taspèche;taspèche, taspèch', tassepèche, tasse-pêches, tasspèch', tasspèche, tasspèches, tasspèchs, tassepèches, tassepêche, tasses-pêches, tasse-peche;15;taspèche (3), taspèch' (2), tassepèche (1), tasse-pêches (1), tasspèch' (1), tasspèche (1), tasspèches (1), tasspèchs (1), tassepèches (1), tassepêche (1), tasses-pêches (1), tasse-peche (1)
testos;testos, testos', testoss;12;testos (10), testos' (1), testoss (1)
ne-jeu;ne-jeu, nes-jeu, nejeu;21;ne-jeu (11), nes-jeu (7), nejeu (3)
que-sa;que-sa, ce-sa, keussa, keu-sa, ceu-sa;20;que-sa (8), ce-sa (7), keussa (2), keu-sa (2), ceu-sa (1)
rents-p;rents-p, rents-p', renp', rent-p, rent-p's, ren-p';13;rents-p (6), rents-p' (2), renp' (2), rent-p (1), rent-p's (1), ren-p' (1)
te-schmi;te-schmi, teu-schmi, teushmi, te-shmi, te-schmis, teush-mi, teuch-mé, tesh-mi;13;te-schmi (4), teu-schmi (2), teushmi (2), te-shmi (1), te-schmis (1), teush-mi (1), teuch-mé (1), tesh-mi (1)
be-jam;be-jam, bes-jam, be-jan, 'bes-jam', besjam;13;be-jam (8), bes-jam (2), be-jan (1), 'bes-jam' (1), besjam (1)
tain-pu;tain-pu, tains-pu, tainpu;16;tain-pu (10), tains-pu (5), tainpu (1)
tchatcheur;tchatcheur, tchatcheurs, tchatcheuses;14;tchatcheur (11), tchatcheurs (2), tchatcheuses (1)
dékis;dékis, dékiss, dékiz, dekiss, dès-kis, sdés-ki, sdés-kis;13;dékis (4), dékiss (4), dékiz (1), dekiss (1), dès-kis (1), sdés-ki (1), sdés-kis (1)
fle-gi;fle-gi, ffle-gi, flé-gi, ffles-gi, fle-gi', fle-gis;18;fle-gi (9), ffle-gi (3), flé-gi (2), ffles-gi (2), fle-gi' (1), fle-gis (1)
beugeuh;beugeuh, beugeu, beuhgeu, beu-geuh;12;beugeuh (5), beugeu (4), beuhgeu (2), beu-geuh (1)
enjaille;enjaille, enjailler, enjaillent, enjailles, enjaillé, enjailley, enjaillait;91;enjaille (44), enjailler (31), enjaillent (9), enjailles (3), enjaillé (2), enjailley (1), enjaillait (1)
relooker;relooker, relookés, relooké, relooking, relookings, relooke, relookées;18;relooker (7), relookés (3), relooké (2), relooking (2), relookings (2), relooke (1), relookées (1)
breaker;breaker, breakent, breakeur, breakait, breakais, breaké;27;breaker (13), breakent (6), breakeur (3), breakait (2), breakais (2), breaké (1)
cheu;cheu, iatch-bi, tche-bi, che-bi, tches-bi, cheu', cheub, iatchs-bi;22;cheu (6), iatch-bi (6), tche-bi (3), che-bi (2), tches-bi (2), cheu' (1), cheub (1), iatchs-bi (1)
tre-traî;tre-traî, tre-trai, tres-traî, tres-trai;20;tre-traî (6), tre-trai (6), tres-traî (5), tres-trai (3)
shnicaves;shnicaves, schnicave, schnikav, shnicav, shnikav, schnikaveurs, chnicave;7;shnicaves (1), schnicave (1), schnikav (1), shnicav (1), shnikav (1), schnikaveurs (1), chnicave (1)
zonzon;zonzon, zon-zon, 'zon-'zon, son-son;18;zonzon (11), zon-zon (5), 'zon-'zon (1), son-son (1)
blog;blog, blogs, blogueurs, bloggeur, blogueuse, blogueuses, bloggeuse;24;blog (9), blogs (9), blogueurs (2), bloggeur (1), blogueuse (1), blogueuses (1), bloggeuse (1)
game;game, gamers, gameurs, gameuses, game'zer, game-zer;1678;game (1672), gamers (2), gameurs (1), gameuses (1), game'zer (1), game-zer (1)
weed;weed, weedo, weed', wee-weed, weedz;891;weed (887), weedo (1), weed' (1), wee-weed (1), weedz (1)
tech';tech', tech;119;tech' (66), tech (53)
